epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
96,47982.8,1.20617,4.83644,0.37599,0.96051,1.15312,0.84056,0.75857,0.85751,0.59635,0.7768,0.6175,0.64333,0.3284,1.05176,3.70697,0.34959,0.74503,1.04117,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,48485.5,1.20685,4.82401,0.37475,0.95961,1.15173,0.8386,0.76023,0.85757,0.59644,0.77626,0.6176,0.64482,0.32809,1.05129,3.70614,0.3495,0.74457,1.0406,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,48992.7,1.2038,4.80463,0.37481,0.95863,1.15182,0.84375,0.75803,0.85717,0.59687,0.77674,0.61564,0.64518,0.32814,1.05049,3.70485,0.34928,0.74485,1.04022,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,49508,1.20748,4.81042,0.37451,0.95992,1.1514,0.84252,0.75771,0.85701,0.59695,0.77482,0.61645,0.64329,0.32882,1.05107,3.70346,0.34922,0.74498,1.04018,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,50015.7,1.20705,4.79395,0.37393,0.95806,1.15193,0.84165,0.75834,0.8573,0.59667,0.77622,0.61705,0.64359,0.32874,1.05054,3.70433,0.34916,0.74536,1.03995,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,50532.3,1.20622,4.80084,0.3744,0.95634,1.15148,0.8406,0.76046,0.85783,0.59682,0.77533,0.61918,0.64575,0.32923,1.0504,3.70316,0.34909,0.74538,1.03946,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,51047.7,1.20275,4.80222,0.37452,0.96004,1.15085,0.8429,0.75939,0.85745,0.59665,0.7796,0.6181,0.64525,0.32935,1.05057,3.70259,0.34897,0.74588,1.03966,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,51536.4,1.20424,4.80407,0.37444,0.95697,1.1499,0.84372,0.75724,0.85677,0.5958,0.77878,0.61823,0.64562,0.3295,1.05007,3.701,0.34884,0.74587,1.03967,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,52036.3,1.19869,4.7835,0.37356,0.95303,1.14828,0.84277,0.7603,0.85665,0.59578,0.77923,0.61555,0.64326,0.32964,1.05019,3.7001,0.34868,0.74591,1.03985,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,52525.9,1.20153,4.78714,0.37356,0.95521,1.15008,0.84279,0.76045,0.85661,0.59601,0.77954,0.61568,0.64295,0.3297,1.04977,3.69833,0.34864,0.74575,1.03957,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,53025.4,1.20121,4.77643,0.37328,0.95387,1.14854,0.84333,0.75931,0.85738,0.59578,0.78235,0.61492,0.6423,0.32923,1.05013,3.6987,0.34858,0.7447,1.03975,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,53532.9,1.20277,4.79062,0.37345,0.95688,1.15031,0.84658,0.75753,0.85745,0.5963,0.78025,0.61598,0.64252,0.32917,1.0497,3.69764,0.34847,0.7448,1.03965,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,54040.7,1.20527,4.79347,0.37383,0.95634,1.15055,0.84764,0.75834,0.8577,0.59634,0.77872,0.61807,0.64392,0.32964,1.04966,3.69562,0.3484,0.74483,1.03964,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,54547.2,1.20091,4.77725,0.37249,0.95583,1.1492,0.84979,0.7563,0.85739,0.59597,0.78019,0.61689,0.64557,0.32985,1.04986,3.69342,0.34827,0.74465,1.03999,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,55050.9,1.20264,4.79676,0.37288,0.95665,1.15021,0.84621,0.75866,0.85756,0.59678,0.78024,0.61776,0.644,0.32963,1.05022,3.69176,0.34811,0.74485,1.03986,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,55525.5,1.20161,4.76835,0.37409,0.95341,1.14927,0.84755,0.75969,0.85738,0.59731,0.78129,0.6175,0.64436,0.33012,1.04999,3.68975,0.34808,0.74506,1.03978,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,56014.4,1.20022,4.77048,0.37276,0.95294,1.14724,0.84927,0.76021,0.85754,0.59712,0.78098,0.6165,0.64456,0.3307,1.04955,3.68948,0.34817,0.74459,1.03979,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,56511,1.20053,4.77316,0.37311,0.95098,1.1474,0.84581,0.76118,0.85758,0.59739,0.78245,0.6183,0.64595,0.33103,1.04874,3.68841,0.34814,0.74426,1.03949,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,57006.4,1.20034,4.77622,0.37272,0.95213,1.1477,0.84305,0.76196,0.85747,0.59741,0.78173,0.61909,0.64736,0.33103,1.04829,3.68657,0.34808,0.74414,1.03899,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,57491.6,1.19898,4.76489,0.37291,0.95095,1.14833,0.83952,0.76385,0.85727,0.59748,0.78067,0.61862,0.64713,0.33162,1.04852,3.68428,0.34802,0.74423,1.03912,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,57974.9,1.1969,4.76334,0.37258,0.95034,1.14649,0.84334,0.76275,0.85756,0.5978,0.78104,0.61792,0.64678,0.33132,1.04896,3.68194,0.34788,0.74423,1.03923,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,58462.2,1.19723,4.76057,0.37242,0.9501,1.14757,0.84713,0.75976,0.85836,0.59772,0.78144,0.61618,0.64632,0.33167,1.04847,3.68105,0.34777,0.74391,1.03887,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,58949.3,1.19578,4.76443,0.37199,0.95062,1.14611,0.84298,0.76237,0.85822,0.59853,0.77831,0.61737,0.64634,0.33139,1.04802,3.68155,0.34754,0.74353,1.03881,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,59431.3,1.19601,4.74796,0.37165,0.94823,1.14547,0.8425,0.76213,0.85828,0.5986,0.78039,0.61524,0.64578,0.33094,1.04737,3.68115,0.34749,0.74328,1.03832,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,59916.4,1.19754,4.76241,0.37206,0.95139,1.14634,0.84113,0.76267,0.85808,0.59881,0.78001,0.61457,0.64495,0.3307,1.04672,3.68253,0.34742,0.74341,1.03784,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,60401.5,1.19647,4.75343,0.37188,0.94939,1.14594,0.84389,0.76134,0.85864,0.59885,0.77892,0.61735,0.64463,0.33076,1.0464,3.68047,0.34732,0.74324,1.03768,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,60885.4,1.19643,4.74312,0.37173,0.94887,1.14463,0.84735,0.76102,0.85879,0.59881,0.77765,0.61681,0.64327,0.33027,1.04595,3.67805,0.34723,0.74281,1.03753,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,61366.3,1.19261,4.73726,0.37075,0.94661,1.14407,0.84739,0.75875,0.85876,0.59893,0.77757,0.61666,0.64214,0.33075,1.04536,3.67761,0.34716,0.74272,1.03719,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,61853,1.19061,4.72716,0.37099,0.94642,1.14384,0.84439,0.76029,0.85835,0.59909,0.77941,0.61687,0.64305,0.3306,1.0453,3.678,0.34722,0.74245,1.03706,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,62346.3,1.19664,4.74539,0.37158,0.94675,1.14474,0.84683,0.75813,0.85806,0.59898,0.77955,0.61555,0.64336,0.33129,1.04496,3.67877,0.34727,0.74226,1.03683,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,62828.5,1.19159,4.73282,0.37149,0.94403,1.14471,0.84414,0.76181,0.85788,0.59862,0.78331,0.61555,0.64603,0.33116,1.04459,3.67827,0.34723,0.74162,1.03664,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,63326.2,1.19511,4.72919,0.37117,0.94597,1.1456,0.84359,0.76228,0.8579,0.5991,0.78142,0.61492,0.64496,0.33089,1.04457,3.67844,0.34708,0.74125,1.03683,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,63820.3,1.19118,4.73206,0.37096,0.94239,1.14325,0.84544,0.76127,0.85843,0.59958,0.78339,0.61524,0.64594,0.33148,1.04449,3.67856,0.34686,0.74107,1.03682,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,64315.1,1.19341,4.71936,0.37099,0.94493,1.14376,0.84598,0.76338,0.85869,0.6001,0.7802,0.61861,0.64591,0.3325,1.0441,3.6784,0.34677,0.74056,1.03659,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,64806.6,1.19365,4.74487,0.37135,0.9433,1.14314,0.84238,0.76647,0.85862,0.59938,0.77537,0.61895,0.6451,0.33268,1.04476,3.67746,0.34659,0.74097,1.03677,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,65301.8,1.19083,4.72552,0.37078,0.94057,1.14148,0.84234,0.7659,0.85873,0.59963,0.77767,0.61894,0.64596,0.33278,1.04459,3.67812,0.34649,0.74038,1.0364,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,65797,1.18886,4.70353,0.37024,0.94027,1.1425,0.83793,0.7692,0.85883,0.60015,0.7837,0.61433,0.64462,0.33297,1.04458,3.67656,0.34647,0.73997,1.03654,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,66293.6,1.18922,4.73265,0.37018,0.94271,1.1424,0.84511,0.76622,0.85841,0.59967,0.77721,0.6198,0.64713,0.33315,1.04457,3.67706,0.34638,0.73972,1.03645,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,66811.4,1.18789,4.71458,0.36967,0.94224,1.14136,0.84297,0.7681,0.85914,0.59996,0.77881,0.61971,0.64719,0.33288,1.04398,3.67669,0.3463,0.7396,1.03619,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,67326,1.18933,4.71408,0.37014,0.9429,1.14227,0.84234,0.76747,0.85819,0.6002,0.77885,0.62012,0.64815,0.33342,1.0436,3.67804,0.34615,0.73879,1.03588,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,67820.9,1.19085,4.70673,0.36976,0.94167,1.14156,0.84275,0.76949,0.85865,0.60035,0.77775,0.62059,0.64821,0.33347,1.04305,3.67688,0.34601,0.73836,1.03535,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,68305,1.19022,4.71312,0.37073,0.94085,1.14175,0.84265,0.77057,0.85887,0.60057,0.77599,0.62116,0.64888,0.33365,1.04293,3.67377,0.34587,0.73802,1.03513,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,68785.9,1.18822,4.70354,0.3703,0.94039,1.14069,0.84343,0.76952,0.85891,0.60088,0.77478,0.61957,0.64765,0.33387,1.0429,3.67264,0.34572,0.73774,1.03506,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,69266.4,1.18976,4.70966,0.37027,0.93878,1.14202,0.8431,0.77157,0.8589,0.60121,0.77748,0.61792,0.64666,0.33437,1.04274,3.67216,0.34565,0.73718,1.03498,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,69746,1.18349,4.70168,0.36964,0.93942,1.14011,0.84344,0.77267,0.85944,0.60119,0.77461,0.6198,0.64725,0.33467,1.04224,3.66906,0.34557,0.73677,1.03473,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,70311.4,1.18991,4.69192,0.3685,0.93999,1.14156,0.84278,0.77393,0.85971,0.60098,0.77158,0.62295,0.6481,0.33507,1.04177,3.66762,0.34544,0.7368,1.03452,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,70797.6,1.18566,4.6977,0.36966,0.9366,1.13923,0.84223,0.77424,0.86016,0.60135,0.77749,0.6194,0.64679,0.33451,1.04218,3.66601,0.34529,0.73616,1.03464,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,71278.7,1.1866,4.69935,0.36929,0.93848,1.14014,0.84354,0.7741,0.86067,0.60139,0.77479,0.61839,0.64616,0.33424,1.04237,3.66741,0.34513,0.73604,1.03479,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,71762.3,1.18587,4.69281,0.36932,0.93763,1.14076,0.84381,0.77251,0.86065,0.60172,0.77255,0.62134,0.64721,0.3347,1.0427,3.66456,0.34493,0.73617,1.03505,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,72244.7,1.18428,4.69847,0.369,0.93746,1.13909,0.84565,0.77188,0.86088,0.60154,0.77192,0.61839,0.64522,0.33407,1.04256,3.66262,0.3448,0.73617,1.03515,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,72729,1.18466,4.69154,0.36876,0.93545,1.13835,0.84536,0.76921,0.86105,0.6018,0.76775,0.62106,0.64644,0.3349,1.04259,3.66108,0.34454,0.7354,1.03498,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,73211.4,1.18189,4.67924,0.36899,0.9362,1.13703,0.84694,0.76716,0.86103,0.60226,0.7721,0.61975,0.64692,0.33421,1.0422,3.66268,0.34457,0.73547,1.03465,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,73696.1,1.18317,4.67952,0.36826,0.93374,1.13866,0.84837,0.76637,0.86062,0.60243,0.77106,0.61965,0.64508,0.33422,1.04165,3.66269,0.34445,0.73529,1.03403,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,74175.8,1.18409,4.67431,0.36827,0.93408,1.13881,0.84826,0.76742,0.86108,0.60247,0.76925,0.62295,0.64822,0.3345,1.04152,3.66001,0.34432,0.73449,1.03378,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,74658,1.18263,4.66171,0.36803,0.93362,1.13797,0.85176,0.76559,0.86143,0.60315,0.77112,0.62421,0.64917,0.33452,1.04131,3.65994,0.34424,0.73443,1.03374,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,75140.3,1.18381,4.6661,0.36755,0.93427,1.13824,0.8518,0.76644,0.86229,0.60372,0.77339,0.62453,0.64902,0.3349,1.04112,3.65977,0.34401,0.7338,1.03386,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,75623.1,1.18009,4.65493,0.36715,0.93088,1.13797,0.85214,0.76322,0.86162,0.60335,0.77702,0.62248,0.64894,0.33548,1.04145,3.65847,0.34386,0.73355,1.03379,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,76107.9,1.17948,4.66744,0.36727,0.92997,1.13712,0.85161,0.76496,0.86118,0.60347,0.78026,0.6205,0.64965,0.33527,1.04072,3.6567,0.3438,0.73321,1.03349,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,76593,1.18103,4.65923,0.36692,0.93033,1.13588,0.84973,0.76685,0.86168,0.60358,0.77727,0.62453,0.65077,0.33556,1.04039,3.6548,0.34365,0.73309,1.03291,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,77074.5,1.18032,4.64882,0.36691,0.93093,1.13774,0.85178,0.76357,0.86121,0.60284,0.77924,0.62154,0.65002,0.33565,1.0404,3.65453,0.34357,0.73312,1.03275,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,77565.6,1.1817,4.66082,0.36738,0.93212,1.13691,0.85442,0.76228,0.86138,0.60291,0.7739,0.62507,0.651,0.33608,1.04042,3.65297,0.34342,0.73326,1.03271,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,78046.8,1.1817,4.6538,0.36704,0.93029,1.13604,0.85105,0.76511,0.86164,0.60313,0.77117,0.62445,0.64938,0.33541,1.04084,3.65346,0.34332,0.73345,1.03268,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,78534.1,1.17788,4.64051,0.367,0.92931,1.13577,0.85037,0.76511,0.86247,0.60301,0.77167,0.62437,0.64995,0.33582,1.04054,3.65267,0.34327,0.73368,1.03243,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,79014.8,1.17865,4.6428,0.36688,0.92645,1.13624,0.84884,0.76653,0.86257,0.60298,0.76638,0.625,0.64929,0.33626,1.03974,3.65001,0.34305,0.73342,1.03208,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,79502.5,1.17624,4.64094,0.36617,0.92422,1.13439,0.84995,0.76511,0.86251,0.60342,0.77083,0.62516,0.65123,0.33663,1.03928,3.64562,0.34279,0.73273,1.03192,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,79984.1,1.17433,4.63816,0.36578,0.92587,1.1341,0.84944,0.76654,0.86262,0.60346,0.77079,0.62206,0.64994,0.33711,1.03938,3.64358,0.34277,0.73305,1.03214,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,80469.3,1.17963,4.65158,0.36646,0.92913,1.13581,0.84994,0.76779,0.86314,0.60347,0.76933,0.62374,0.64933,0.33656,1.03919,3.64354,0.34255,0.73277,1.03191,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,80954.3,1.17634,4.63864,0.36638,0.92727,1.13578,0.84887,0.76574,0.86235,0.60339,0.77213,0.62437,0.65134,0.33703,1.03976,3.6424,0.34254,0.73303,1.03214,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,81447.2,1.17398,4.63854,0.36657,0.92577,1.13356,0.84999,0.7648,0.86219,0.60363,0.77265,0.62626,0.65283,0.3376,1.03955,3.64141,0.3424,0.73273,1.03188,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,81935.9,1.17584,4.61919,0.36603,0.92428,1.13397,0.85496,0.76149,0.86283,0.60379,0.77332,0.6257,0.6529,0.33792,1.03975,3.6395,0.3423,0.73244,1.03191,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,82423.6,1.17598,4.62149,0.36461,0.92169,1.13323,0.85488,0.76196,0.86263,0.60397,0.77381,0.6261,0.65334,0.33867,1.03999,3.63858,0.34212,0.73181,1.03198,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,82910.5,1.17583,4.62881,0.36572,0.92607,1.13461,0.8526,0.7631,0.86226,0.60358,0.77244,0.62642,0.65298,0.33826,1.03979,3.63784,0.34209,0.73218,1.03155,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,83401.5,1.17408,4.62032,0.36485,0.924,1.13324,0.8507,0.76518,0.86219,0.60335,0.77477,0.62689,0.65347,0.33888,1.03958,3.63734,0.34196,0.73212,1.03128,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,83888.9,1.17391,4.61497,0.36535,0.92355,1.13357,0.84685,0.76795,0.86216,0.6034,0.77506,0.62626,0.65405,0.34004,1.03882,3.63804,0.34193,0.73185,1.03091,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,84377.7,1.1746,4.61193,0.36525,0.92613,1.1348,0.84841,0.76747,0.86224,0.60364,0.77387,0.62579,0.65348,0.34003,1.03894,3.63852,0.34181,0.73187,1.03082,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,84863.5,1.17248,4.61796,0.3652,0.9232,1.13268,0.84584,0.76842,0.86263,0.60395,0.77786,0.62217,0.6524,0.33994,1.03889,3.63572,0.34171,0.7315,1.03062,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,85350.2,1.16833,4.6088,0.36463,0.92138,1.13079,0.84609,0.77078,0.86276,0.60439,0.76811,0.62705,0.65234,0.34005,1.03915,3.63611,0.34158,0.73197,1.0307,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,85834.2,1.17251,4.59392,0.36446,0.92166,1.13172,0.8473,0.76873,0.86343,0.60454,0.76936,0.62768,0.65338,0.34003,1.03858,3.63535,0.34152,0.73179,1.03021,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,86323.8,1.17166,4.60255,0.36451,0.91871,1.13154,0.84897,0.76669,0.863,0.60499,0.77338,0.6261,0.6533,0.34061,1.03799,3.63504,0.34152,0.73176,1.02974,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,86810.7,1.16923,4.58621,0.36351,0.92017,1.13027,0.84954,0.76625,0.86347,0.60515,0.77553,0.62484,0.65327,0.34041,1.03792,3.63323,0.34135,0.73187,1.02943,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,87299.6,1.17074,4.60163,0.36458,0.91942,1.12937,0.84856,0.76716,0.86365,0.60544,0.77631,0.62547,0.65288,0.34006,1.03764,3.63345,0.34127,0.73101,1.0291,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,87793.5,1.16848,4.57636,0.36316,0.91726,1.12946,0.84981,0.76698,0.86412,0.60603,0.7829,0.62166,0.65284,0.33972,1.03708,3.63276,0.34118,0.73043,1.02887,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,88289.5,1.16913,4.5845,0.36357,0.92023,1.13045,0.85056,0.76685,0.86434,0.60584,0.78098,0.62343,0.65384,0.33899,1.03699,3.63211,0.34114,0.73029,1.02895,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,88779.5,1.1671,4.58825,0.36293,0.91821,1.12935,0.85371,0.7653,0.86429,0.60627,0.7835,0.62531,0.65588,0.33964,1.03675,3.6305,0.34094,0.73017,1.0288,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,89267.9,1.16744,4.59147,0.36377,0.91891,1.12998,0.85215,0.76761,0.86457,0.60644,0.78357,0.62468,0.65454,0.33949,1.03672,3.62974,0.34079,0.72961,1.02866,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,89754.4,1.16576,4.58467,0.36278,0.91185,1.12807,0.85064,0.76826,0.86453,0.60659,0.77965,0.62531,0.65334,0.34031,1.03667,3.62813,0.34074,0.72961,1.02832,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,90241.2,1.16518,4.56578,0.36305,0.91246,1.12865,0.84898,0.76911,0.86481,0.60658,0.78229,0.62217,0.65262,0.34062,1.03641,3.62755,0.34078,0.72947,1.02786,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,90726.2,1.16576,4.55933,0.36283,0.91362,1.12704,0.84939,0.76763,0.86487,0.60633,0.77963,0.62358,0.6529,0.34025,1.03665,3.62525,0.34059,0.72922,1.02781,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,91215.8,1.16304,4.57568,0.36363,0.91388,1.12837,0.84977,0.76747,0.86459,0.60653,0.77913,0.62516,0.65401,0.34037,1.03625,3.62379,0.3405,0.72892,1.02738,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,91702.3,1.16708,4.57186,0.3634,0.91443,1.12861,0.85054,0.76871,0.8648,0.60587,0.78149,0.62264,0.65391,0.34055,1.03591,3.62224,0.34041,0.72872,1.02711,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,92191.9,1.16277,4.56954,0.36311,0.91121,1.1261,0.84885,0.77188,0.86468,0.60631,0.78018,0.62413,0.65515,0.34062,1.03602,3.62046,0.3403,0.72859,1.02744,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,92679.6,1.16626,4.5587,0.36193,0.91422,1.12761,0.84888,0.76934,0.86508,0.60633,0.78136,0.62736,0.65669,0.34132,1.03549,3.61903,0.3402,0.72873,1.02714,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,93166.6,1.16415,4.5636,0.36219,0.91009,1.12734,0.84886,0.77141,0.86511,0.60657,0.78263,0.6239,0.65536,0.34141,1.03558,3.61676,0.34004,0.72851,1.02702,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,93653.1,1.16313,4.54774,0.36147,0.91184,1.12823,0.85131,0.76974,0.86529,0.60662,0.78523,0.62248,0.65555,0.34189,1.03516,3.61468,0.33991,0.72838,1.02689,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,94142.8,1.16051,4.55005,0.36239,0.90696,1.12577,0.85306,0.76826,0.86515,0.60684,0.78814,0.62122,0.65467,0.34095,1.03458,3.61321,0.33986,0.72758,1.02649,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,94630.6,1.16447,4.55751,0.36219,0.91171,1.12666,0.85226,0.76889,0.86556,0.60772,0.78673,0.62248,0.65555,0.34105,1.03394,3.61263,0.33978,0.72693,1.02613,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,95112.9,1.15931,4.53484,0.36196,0.90943,1.12487,0.85242,0.77017,0.86591,0.60741,0.78171,0.62453,0.65474,0.34037,1.03389,3.61241,0.33976,0.72651,1.026,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,95599.8,1.15993,4.53567,0.36126,0.90288,1.12441,0.8513,0.77242,0.86632,0.60784,0.78323,0.62563,0.65474,0.34124,1.03371,3.61155,0.33963,0.72606,1.02587,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,96088.2,1.1589,4.53801,0.36114,0.90581,1.1252,0.85225,0.77188,0.86617,0.60826,0.78911,0.62106,0.6548,0.34133,1.03375,3.61027,0.33957,0.72565,1.02601,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,96576.8,1.15916,4.54501,0.36097,0.90502,1.12454,0.85069,0.77314,0.86667,0.60839,0.78852,0.625,0.65711,0.34151,1.03389,3.60891,0.33939,0.72519,1.02615,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
